company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
RY AI LTD,15104774,Active,Private limited company,,,2023-08-30,,,62020,Meadowside Crown East Lane Lower Broadheath Worcester WR2 6RH England
AI FOR BUSINESS SOLUTIONS LIMITED,15927573,Active,Private limited company,,,2024-08-30,,,63120,228 Tower Mews London E17 7JJ England
CLEARLY AI LTD,15926825,Active,Private limited company,,,2024-08-30,,,62012 62020 70229,128 City Road London EC1V 2NX United Kingdom
AR AI LTD,15077618,Active,Private limited company,,,2023-08-16,,,62020,91 Thorney Mill Road Iver SL0 9AH England
BUILDING SERVICES AI LTD,15953358,Active,Private limited company,,,2024-09-12,,,71122 71129,128 City Road London EC1V 2NX United Kingdom
SWANLAKE AI LTD,15019604,Active,Private limited company,,,2023-07-21,,,73120,20 Wenlock Road London N1 7GU England
GREEN AI SOLUTIONS LTD,15826000,Active,Private limited company,,,2024-07-08,,,62020 62090 63990,"15826000 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
SYBARIS AI LTD,15077067,Active,Private limited company,,,2023-08-16,,,62020,Old Pump House Beckfords Upper Basildon Reading RG8 8PB England
WRITE ARM AI LTD,15058893,Active,Private limited company,,,2023-08-08,,,58190 63990,1 College Gardens Brighton BN2 1HP England
TRADER AI GLOBAL LTD,15954429,Active,Private limited company,,,2024-09-13,,,73110,5 Chatsworth Road Croydon CR0 1HE England
GLOWLY AI LIMITED,15709869,Active,Private limited company,,,2024-05-08,,,62012 73110 96090,Suite 3 Watling Chambers 214 Watling Street Bridgtown Cannock WS11 0BD England
AI TRAINING COURSES LTD,15932936,Active,Private limited company,,,2024-09-03,,,62020 62090 85590,Highdown House 11 Highdown Road Leamington Spa CV31 1XT England
AX-AI LTD,15014316,Active,Private limited company,,,2023-07-19,,,82990,Unit 4 The Watermark Bankside Gateshead NE11 9SY United Kingdom
DATANIX AI LTD,15616098,Active,Private limited company,,,2024-04-04,,,62012 62020 72190,70 Overdale Swinton M27 5WZ United Kingdom
TEAMI AI LTD,15932425,Active,Private limited company,,,2024-09-03,,,58290 62012 62020 62090,3 Printers Place Louth LN11 9FA United Kingdom
VIDEO SYNC AI LIMITED,15932610,Active,Private limited company,,,2024-09-03,,,62020,85 Great Portland Street First Floor London W1W 7LT England
YASH AI TECH LIMITED,15934225,Active,Private limited company,,,2024-09-03,,,62020 62090 63990,Flat 12 Lexington House 35 Park Lodge Avenue West Drayton UB7 9FJ England
LIGHTHEARTED AI HEALTH LIMITED,15094573,Active,Private limited company,,,2023-08-24,,,32500 62012,1 Barson Close London SE20 7HR England
BUSBRIDGE AI LTD,16005543,Active,Private limited company,,,2024-10-08,,,62020,Holm Oaks Hambledon Road Busbridge Godalming GU7 1XQ England
DEXTER AI LIMITED,15243481,Active,Private limited company,,,2023-10-28,,,62012,105 High Street Weston Favell Northampton NN3 3JX England
CHAIN OF THOUGHT AI LTD,15204787,Active,Private limited company,,,2023-10-11,,,58290 62012 62020 62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
SOLVED BY AI HOLDING COMPANY LIMITED,16005473,Active,Private limited company,,,2024-10-08,,,64209,105 Hallam Street London W1W 5HE England
HYPEX AI LTD,16005634,Active,Private limited company,,,2024-10-08,,,62012 62090 63110,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
COMPANY RADAR (AI) LTD,SC825272,Active,Private limited company,,,2024-10-08,,,62012 63120,58 Sheriffs Park Linlithgow EH49 7SS Scotland
SCOUT AI SOLUTIONS LTD,14856713,Dissolved,Private limited company,,2024-10-15,2023-05-09,,,62090,The Granary Tranch Laleston Bridgend CF32 0NR Wales
INDYA AI LTD,16003885,Active,Private limited company,,,2024-10-08,,,62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
SYCAMORE AI LIMITED,14947097,Dissolved,Private limited company,,2024-10-15,2023-06-20,,,62012,Flat 9 White Court West Hill London SW15 3JB United Kingdom
AI CAR AUTOS LTD,15836786,Active,Private limited company,,,2024-07-13,,,45112,2 Martin Avenue Oldham OL4 5HF England
MISTIFY AI TECHNOLOGIES LTD,15800677,Active,Private limited company,,,2024-06-24,,,28990 72190 74901 77320,4th Floor Radius House 51 Clarendon Road Watford WD17 1HP United Kingdom
SWELL AI MOMENTUM LTD,15981917,Active,Private limited company,,,2024-09-26,,,62020 70229 73110 85320,11 Brunswick Terrace Basement Rear Flat Hove BN3 1HL United Kingdom
EVERCARE AI LIMITED,15982619,Active,Private limited company,,,2024-09-27,,,86900,Elson Geaves Forest Links Road Ferndown BH22 9PH England
SOLESTONE AI BUSINESS SOLUTIONS LTD,15141850,Active,Private limited company,,,2023-09-15,,,62020 70229,20 Houghton Street Royton Oldham OL2 5AG England
DA AI ZHI SHUI INTERNATIONAL HOLDING GROUP LTD,14662708,Active,Private limited company,,,2023-02-14,,,11070 46439 46900 74901,"14662708 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
AI HOUSE HUNTERS LTD,15714061,Active,Private limited company,,,2024-05-11,,,68209 68320,44 Gunthorpe Drive Nottingham NG5 3DT England
AI NUDGE LIMITED,15041278,Active,Private limited company,,,2023-08-01,,,63120,47 Milton House 47 Milton House 75 Little Britain London EC1A 7BT England
PHOTOTOOL AI LTD,16031114,Active,Private limited company,,,2024-10-21,,,62012 62090,Flat 2 19 Coniston Road London N10 2BL United Kingdom
MEDSHIELD AI LTD,16028407,Active,Private limited company,,,2024-10-18,,,58290,Flat 13 Knightswood House 14 Rowe Lane London E9 6EL England
AI BUSINESS INSIGHTS LIMITED,16033190,Active,Private limited company,,,2024-10-22,,,62012 62020 70229 73200,11 Omaha Lane Brackley NN13 6GW England
ARCHLAB AI LTD,16030608,Active,Private limited company,,,2024-10-21,,,62012 62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
ALTUS AI AUTOMATION AND CONSULTING LIMITED,15877640,Active,Private limited company,,,2024-08-05,,,62012 62020 62090,City Co-Living Pilgrim Street Flat 1103 Newcastle Upon Tyne NE1 6SU England
YOKE AI LIMITED,15173753,Active,Private limited company,,,2023-09-29,,,58290 62012,9 Barnack Business Centre Blakey Road Salisbury SP1 2LP England
SMART AI DIALOGUE LIMITED,15070188,Active,Private limited company,,,2023-08-14,,,62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
REIMAGINE AI LIMITED,15056942,Active,Private limited company,,,2023-08-08,,,62012,Cannon Place 79 Cannon Street London EC4N 6AF United Kingdom
AI & PARTNERS LIMITED,15056965,Active,Private limited company,,,2023-08-08,,,74909,40 Dukes Avenue London W4 2AE England
AI IMPACT MARKETING LTD,15001046,Dissolved,Private limited company,,2024-10-29,2023-07-13,,,73110 78200,5 Cliff Road Crigglestone Wakefield WF4 3EQ England
BENBEN ZUI KE AI LTD,15774972,Dissolved,Private limited company,,2024-10-29,2024-06-12,,,01210 01220 01230 01240,"15774972 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
SOLARPUNK AI LTD,16034074,Active,Private limited company,,,2024-10-22,,,62020,35 Queens Park Terrace Brighton BN2 9YA England
CUPID AI TECHNOLOGIES LTD,15056836,Active,Private limited company,,,2023-08-08,,,62012,20 Wenlock Road London N1 7GU England
WITTY AI GROUP LTD,15064398,Active,Private limited company,,,2023-08-11,,,82990,60 Watmore Lane Winnersh Wokingham RG41 5JT United Kingdom
RB AI DATA LTD,14896111,Dissolved,Private limited company,,2024-10-29,2023-05-26,,,63110,Flat 6 Claremont Court 43 South Promenade Lytham St. Annes FY8 1LS England
AI UTILITIES LTD,15298334,Dissolved,Private limited company,,2024-10-29,2023-11-21,,,42990,414-416 Blackpool Road Ashton Preston PR2 2DX United Kingdom
AI GLOBAL PROPERTIES LTD,14975036,Dissolved,Private limited company,,2024-10-29,2023-07-03,,,68209 68320,19 Knighton Way Bicester OX26 1FJ United Kingdom
INSIDE AI LTD,14884601,Dissolved,Private limited company,,2024-10-29,2023-05-22,,,58290 62012 62020 62090,"14884601 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
HORYZONT AI LTD,15154062,Active,Private limited company,,,2023-09-21,,,82990,97c London Road Hinckley LE10 1HH England
AI CONSULTANCY (1) LTD,16010764,Active,Private limited company,,,2024-10-10,,,70229,10 Granby Road Luton LU4 9SZ England
DATUM AI LABS LTD,14935337,Active,Private limited company,,,2023-06-14,,,62012,16 Stratford Road Thornton Heath CR7 7QH England
DOCUMENTUM AI LTD,16009968,Active,Private limited company,,,2024-10-10,,,82990,10 Bell Lane Walsall WS5 4ES United Kingdom
AI CAN CONSULTANCY LTD,15075763,Active,Private limited company,,,2023-08-16,,,82990,11 Heaton Street Chesterfield S40 3AQ England
AI IRELAND LIMITED,NI722311,Active,Private limited company,,,2024-10-10,,,62090,3 Brookfield Industrial Estate Peggy's Loaning Banbridge BT32 3AP Northern Ireland
JOEE AI LTD,16009016,Active,Private limited company,,,2024-10-09,,,58290,167-169 Great Portland Street 5th Floor London W1W 5PF England
COBALT AI LTD,15189322,Active,Private limited company,,,2023-10-05,,,62020 62090 63110 63120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI VIDEO SECURITY LIMITED,16007587,Active,Private limited company,,,2024-10-09,,,80200,The Hundred Gainfield Faringdon SN7 8QH United Kingdom
AI BEAR LIMITED,14616705,Active,Private limited company,,,2023-01-25,,,99999,Seven Grange Lane Pitsford Northampton NN6 9AP England
CREATE-AI LIMITED,15733669,Active,Private limited company,,,2024-05-21,,,58290,42 Kings Walk Shoreham-By-Sea BN43 5LG England
EDUARC AI LTD,16014001,Active,Private limited company,,,2024-10-11,,,62012,86-90 Paul Street London EC2A 4NE United Kingdom
ETHER AI LTD,15134937,Active,Private limited company,,,2023-09-12,,,62012,21 The Gateway Watford WD18 7HW England
SPORT AI CONSULTANTS LIMITED,16013804,Active,Private limited company,,,2024-10-11,,,70229,23 Goodlass Road Liverpool L24 9HJ England
WEALTH AI LIMITED,15164982,Active,Private limited company,,,2023-09-26,,,62012,Kingfisher House Hurstwood Grange Hurstwood Lane Haywards Heath RH17 7QX England
INTELLEQT AI LIMITED,15390974,Active,Private limited company,,,2024-01-05,,,62020,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
XALA AI LTD,16011420,Active,Private limited company,,,2024-10-10,,,62012 62020 62090 63110,"483 Green Lanes, London Green Lanes London N13 4BS England"
AI MENDOTA GLOBAL LOGISTICS LTD,15177864,Active,Private limited company,,,2023-09-30,,,82990,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
DM AI MANAGEMENT LTD,15342820,Active,Private limited company,,,2023-12-11,,,74909,"Suite S4, Penrhos Manor Oak Drive Colwyn Bay LL29 7YW United Kingdom"
AI - ACCOUNTING INTELLIGENCE LTD,15128084,Active,Private limited company,,,2023-09-10,,,69201,"C/O Jafferies 134a Maybury Road Surrey, Woking GU21 5JR England"
CRONOS AI LIMITED,15136514,Active,Private limited company,,,2023-09-13,,,62011,165 Woodhall Road Leeds LS28 5QT England
AI WEB TECH LTD,16016886,Active,Private limited company,,,2024-10-14,,,63120,17 Bisley Close Swindon SN3 2JZ England
AI ROBOT LTD,16019519,Active,Private limited company,,,2024-10-15,,,33190 46520 47910 95210,Suite 8610 61 Bridge Street Kington HR5 3DJ United Kingdom
BRIGHT BLUE AI LIMITED,15207450,Active,Private limited company,,,2023-10-12,,,71122 71129 72190,First Floor Office 3 Hornton Place London W8 4LZ United Kingdom
HARPER AI LTD,15894388,Active,Private limited company,,,2024-08-13,,,62090,"Suite 2, Parkway 5, Parkway Business Centre 300 Princess Road Manchester M14 7HR England"
FYXER AI LIMITED,15189973,Active,Private limited company,,,2023-10-05,,,62012,85 Great Portland Street First Floor London W1W 7LT England
AI SOLUTION SOFTWARE LTD,16035829,Active,Private limited company,,,2024-10-23,,,62012,Suite 18 Equity Chambers 249 High Street North Poole BH15 1DX United Kingdom
CHIRON AI LTD,14714536,Active,Private limited company,,,2023-03-08,,,62090,Edmond House 12 - 22 Newhall Street Birmingham B3 3AS England
AI MARKETING NEW GENERATION LIMITED,16037062,Active,Private limited company,,,2024-10-23,,,73110,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
TOTAL AI LTD,15033478,Dissolved,Private limited company,,2024-10-29,2023-07-27,,,62020,3 Longaford Way 3 Longaford Way Hutton Brentwood CM13 2LT England
BENCHMARK AI SOLUTIONS LTD,15202509,Active,Private limited company,,,2023-10-10,,,62012 62020,35 Wadborough Road Littleworth Worcester WR5 2QE England
METAMIND AI SOLUTIONS LIMITED,16038139,Active,Private limited company,,,2024-10-24,,,62020,"Highland House 165 The Broadway Wimbledon, London SW19 1NE United Kingdom"
OCTUPUS AI LTD,16037010,Active,Private limited company,,,2024-10-23,,,62020 73110,20 Wenlock Road London N1 7GU England
AI ONLINE SERVICES LTD,16011485,Active,Private limited company,,,2024-10-10,,,46900 47910 62012 62090,7 Bell Yard London WC2A 2JR England
PARDARSH AI TECH LTD,16038992,Active,Private limited company,,,2024-10-24,,,58210 62011 62012 85600,13 Fontaines Road Glebe Farm Milton Keynes MK17 8NZ England
RICHIE CASH AI LTD,16041775,Active,Private limited company,,,2024-10-25,,,46190 62020 62090 63110,119 Thornlaw Road London SE27 0SQ England
GLOBAL MULTI-INDUSTRY AI LTD,15245061,Active,Private limited company,,,2023-10-30,,,62012 71121 71129 71200,128 City Road London EC1V 2NX United Kingdom
POP AI LTD,16043575,Active,Private limited company,,,2024-10-28,,,18203,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
PATH AI LTD,15231790,Active,Private limited company,,,2023-10-24,,,79110,7 Kerry Walk Manchester M23 2UX England
SYNTHETICR AI LTD,15965270,Active,Private limited company,,,2024-09-18,,,62012,157 Marine Drive Saltdean Brighton BN2 8AA England
AI REFINERY LTD,15966340,Active,Private limited company,,,2024-09-19,,,62012,128 City Road London EC1V 2NX United Kingdom
COLDFIRE AI LTD,15014557,Dissolved,Private limited company,,2024-09-24,2023-07-19,,,62020,21 Carlton Road Derby DE23 6HB England
SAWFISH AI LTD,14816856,Dissolved,Private limited company,,2024-09-24,2023-04-20,,,62020 62090 63110,9 Albertine Grove London BR4 9FA England
GENIUSREACH AI LTD,15746668,Active,Private limited company,,,2024-05-28,,,62090,Wadebridge House 16 Wadebridge Square Poundbury Dorchester DT1 3AQ United Kingdom
VEKI AI LTD,15963846,Active,Private limited company,,,2024-09-18,,,62012,53 Cambridge Road London SW13 0PG England
A&B AI CONSULTANCY LIMITED,14878186,Dissolved,Private limited company,,2024-09-24,2023-05-18,,,70229,"14878186 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
THINKSMART AI LIMITED,15506307,Active,Private limited company,,,2024-02-20,,,62012 62090 85310 85590,27 Hammersmith Grove London W6 0NE England
ZOOS AI LTD,14814626,Dissolved,Private limited company,,2024-09-24,2023-04-19,,,46900 47910 82990,14 Belle Vue Road Wivenhoe Colchester CO7 9LE England
GALAXYWAY AI LTD,15966090,Active,Private limited company,,,2024-09-19,,,62012,18 Holly Hill Road Erith DA8 1QD England
AI IMPLEMENTATION LTD,15109239,Active,Private limited company,,,2023-09-01,,,85590,10 Gordon Road Chandler's Ford Eastleigh SO53 5AN England
LEADING AI LTD,15172734,Active,Private limited company,,,2023-09-28,,,62020,124-128 City Road London EC1V 2NX England
AI GENESIS TRANSPORT LTD,15987632,Active,Private limited company,,,2024-09-30,,,49410,43 Beechtrees Skelmersdale WN8 9EY United Kingdom
AI MASTER ACADEMY LTD,15764776,Active,Private limited company,,,2024-06-06,,,47910 85590,128 City Road London EC1V 2NX England
DOUBLE AI MARKETING LTD,15988202,Active,Private limited company,,,2024-09-30,,,73110,Dawber Buildings Diplocks Way Hailsham BN27 3JF United Kingdom
AI MARKETING DEVOP LIMITED,15891990,Active,Private limited company,,,2024-08-12,,,47910,"15891990 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
AI VAIVA LTD,15576641,Active,Private limited company,,,2024-03-19,,,58290 62012 62020 62090,First Floor 359 High Street London E15 4QZ United Kingdom
AI CURATOR LTD,15966523,Active,Private limited company,,,2024-09-19,,,47910 63120 70229 94120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
GUMPTION AI LIMITED,15198660,Active,Private limited company,,,2023-10-09,,,62020,Flat 3 12 Lyndhurst Gardens London NW3 5NR England
AI SEMEN SUPPLY CENTRE LIMITED,NI699688,Active,Private limited company,,,2023-07-26,,,01621 01629,119a Frosses Road Dunloy Ballymena BT44 9BZ United Kingdom
LONDON SCHOOL OF AI AUTOMATION AND TECHNOLOGY LTD,15991185,Active,Private limited company,,,2024-10-01,,,78109 85590,30 Churchill Place London E14 5RE England
DIGIMAD AI LTD,15010751,Active,Private limited company,,,2023-07-18,,,62012 62020,Aramex Uk Sns Unit 9 Skyport Drive Cai 8390 West Drayton UB7 0LB England
CHATTERMATE AI LIMITED,15925560,Active,Private limited company,,,2024-08-29,,,73120,"15925560 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
AI IT TRADE LTD,15012114,Active,Private limited company,,,2023-07-19,,,46220 46900 82302 86900,44 Evesham Avenue Grimsby DN34 5RT England
YOUNG AI LTD,SC783583,Active,Private limited company,,,2023-09-22,,,62012,(Young) The Green Earlston TD4 6BX United Kingdom
KALEIDOSCOPE AI LIMITED,15056591,Active,Private limited company,,,2023-08-08,,,59200,Crown Chambers Bridge Street Salisbury SP1 2LZ England
TENSOREADY AI LTD,15970921,Active,Private limited company,,,2024-09-22,,,62020,60 Martin Avenue Fareham PO14 2RZ England
AI SPORTS DEVELOPMENT LIMITED,15965324,Active,Private limited company,,,2024-09-18,,,93110 93120 93199,C/O 320a Stratford Road Shirley Solihull B90 3DN England
RAINBIRD AI LIMITED,15366570,Active,Private limited company,,,2023-12-21,,,62012 62090,Saxon House Hellesdon Park Road Drayton High Road Norwich NR6 5DR England
DECENTRALISED AI LTD,15971774,Active,Private limited company,,,2024-09-23,,,62020 72190,7 Bell Yard London WC2A 2JR England
AI TENANCY LTD,15972222,Active,Private limited company,,,2024-09-23,,,62090,18 Waterside Close London SE28 0GS United Kingdom
INTELLIGENT FS AI LTD,15050632,Active,Private limited company,,,2023-08-04,,,62012 70100 82990,Queens Dock Business Centre 67-83 Norfolk Street Liverpool L1 0BG England
A1 AI LTD,15092922,Active,Private limited company,,,2023-08-23,,,70229,9a Offley Road London SW9 0LR United Kingdom
BAGG AI LTD,15993319,Active,Private limited company,,,2024-10-02,,,62012 62090 63110 85590,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
KBY-AI LIMITED,15030373,Dissolved,Private limited company,,2024-10-08,2023-07-26,,,47990,"15030373 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
POLYDESIGN AI LTD,14976485,Dissolved,Private limited company,,2024-10-08,2023-07-03,,,74100,"Flat 37, Trident House, 76  Station Road, Hayes UB3 4FP United Kingdom"
FNDSBROKER AI INNOVATIVE LTD,14825814,Dissolved,Private limited company,,2024-10-08,2023-04-25,,,70221,"14825814 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
SHEEP AI LIMITED,14991231,Dissolved,Private limited company,,2024-10-08,2023-07-10,,,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
TECHSHOP AI LTD,14851531,Dissolved,Private limited company,,2024-10-08,2023-05-08,,,47910,20-22 Wenlock Road London N1 7GU England
TEXTHUB AI LTD,15139353,Active,Private limited company,,,2023-09-14,,,58290,128 City Road London EC1V 2NX United Kingdom
NAZARE AI LIMITED,15120870,Active,Private limited company,,,2023-09-06,,,62020,Second Floor 32-33 Gosfield Street London W1W 6HL United Kingdom
MAVIS AI LTD,15042936,Active,Private limited company,,,2023-08-01,,,62090,86-90 Paul Street London EC2A 4NE United Kingdom
KNIGHTSBRIDGE AI LTD,14584546,Active,Private limited company,,,2023-01-11,,,70229,Flat A 34 Walton Street London SW3 1RD United Kingdom
MOON LABS AI LIMITED,15247533,Active,Private limited company,,,2023-10-30,,,62020,11 Pembury Close Worthing BN14 7DW England
SCRIPTORIUM AI LTD,15121549,Active,Private limited company,,,2023-09-07,,,62090 63110 72200 74300,"Holmby House, Apartment 905 2 Prospect Way London SW11 8DJ United Kingdom"
AI ORDINALS LTD,15934710,Active,Private limited company,,,2024-09-04,,,59112 64999 73110 90030,29a High Street West Wickham BR4 0LP United Kingdom
DEEPC AI LIMITED,15089754,Active,Private limited company,,,2023-08-22,,,63110 74909 82990 86900,C/O Womble Bond Dickinson (Uk) Llp 4 More London Riverside London SE1 2AU United Kingdom
MAAT AI LTD,14908398,Dissolved,Private limited company,,2024-09-10,2023-06-01,,,62020,86-90 Paul Street London EC2A 4NE United Kingdom
AI FINANCE GROUP LTD,14778097,Dissolved,Private limited company,,2024-09-10,2023-04-03,,,62012,29 Constance Street London E16 2DQ England
CLOUD AI ESTATE LTD,14781486,Dissolved,Private limited company,,2024-09-10,2023-04-05,,,68310,128 City Road London EC1V 2NX United Kingdom
IMAGEN-AI LIMITED,15444126,Dissolved,Private limited company,,2024-09-10,2024-01-26,,,18203,"15444126 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
EDA AI LTD,15124794,Active,Private limited company,,,2023-09-08,,,62012,7 Bell Yard London WC2A 2JR England
OMNIA AI LIMITED,15935616,Active,Private limited company,,,2024-09-04,,,62020 62090,29 Douglas Avenue Birmingham B36 8EN England
AI ANALYTICS ARBITRATION FUNDING UK LTD,15957769,Active,Private limited company,,,2024-09-16,,,96090,293 Northfield Avenue London W5 4XB England
APEX AI EXPERTS LIMITED,15830786,Active,Private limited company,,,2024-07-10,,,62012 62090,First Floor Office 3 Hornton Place London W8 4LZ United Kingdom
AI ALIGNED AGENCY LTD,15958519,Active,Private limited company,,,2024-09-16,,,62020,128 City Road London EC1V 2NX United Kingdom
EXPANSIVE AI LIMITED,15094053,Active,Private limited company,,,2023-08-24,,,62012,55 Southdown Road Hersham Walton-On-Thames KT12 4PJ England
EASI AI LIMITED,15936940,Active,Private limited company,,,2024-09-04,,,62020,8 Gallantry Bank Bickerton Malpas SY14 8AS United Kingdom
AI DIGITAL MEDIA LIMITED,15937594,Active,Private limited company,,,2024-09-05,,,62090,4 Main Street Amotherby Malton YO17 7YG United Kingdom
AI SOLUTIONS PROPERTY EXPERTS LTD,15959530,Active,Private limited company,,,2024-09-16,,,68209,129b Roundhay Road Leeds LS8 5AJ England
VEV AI LTD,15960380,Active,Private limited company,,,2024-09-17,,,58290,The Tea Building 56 Shoreditch High Street London E1 6JJ England
TIMES AI LTD,15961195,Active,Private limited company,,,2024-09-17,,,62012 62020,17 City North Place London N4 3FU England
BUZZ AI LIMITED,15142968,Active,Private limited company,,,2023-09-17,,,62012,56 Frithville Gardens London W12 7JN England
GLASGOW LAB FOR AI VERIFICATION LTD,SC817751,Active,Private limited by guarantee without share capital,,,2024-07-29,,,72190,54 Cook Street Office 1.6 Glasgow G5 8JQ Scotland
AI APP MAKERS LTD,15960285,Active,Private limited company,,,2024-09-17,,,62012,5 Brayford Square London E1 0SG England
DIGITAL FATE AI LIMITED,15961373,Active,Private limited company,,,2024-09-17,,,62012,1 Charles Nex Mews London SE21 8HW England
HAYAT AI SERVICES LTD,15979215,Active,Private limited company,,,2024-09-25,,,70229,Flat 6 10 Chigwell Road London E18 1LS England
AI INDUSTRY ECOSYSTEM ASSOCIATION CIC,15121950,Active,Private limited by guarantee without share capital,Community Interest Company (CIC),,2023-09-07,,,82302 94120,7 Bell Yard London WC2A 2JR England
SAASY AI LIMITED,15153229,Active,Private limited company,,,2023-09-21,,,62090 82990,167-169 Great Portland Street 5th Floor London W1W 5PF England
AI CREATIVE SOLUTIONS LLP,OC450567,Active,Limited liability partnership,,,2024-01-10,,," ",71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
FIFTY ONE DEGREES AI LIMITED,15624222,Active,Private limited company,,,2024-04-07,,,70229,167-169 5th Floor Great Portland Street London W1W 5PF England
Q-AI FINTECH LIMITED,15979578,Active,Private limited company,,,2024-09-25,,,62020,"201 Borough High Street, London, SE1 1JA United Kingdom"
AI DIGITAL VENTURES LTD,14883572,Active,Private limited company,,,2023-05-22,,,58190,"Ground Floor, Suites B-D, The Maltsters, Wetmore Road Burton-On-Trent DE14 1LS England"
APOLLO RESEARCH AI LTD,15289159,Active,Private limited company,,,2023-11-16,,,62020,7 Bell Yard London WC2A 2JR England
CLEARTEC AI LIMITED,15603356,Active,Private limited company,,,2024-03-29,,,96090,C/O Addition Finance 1 Lyric Square Hammersmith London W6 0NB England
ANDROFIT AI LTD,15008140,Active,Private limited company,,,2023-07-17,,,62020,186 Hounslow Road Feltham TW14 0BW England
AI AUTOMATE MARKETING LTD,16002016,Active,Private limited company,,,2024-10-07,,,62020 73110,321-323 Office 7107 321-323 High Road Chadewell Heath Essex RM6 6AX United Kingdom
ELEMENTAL AI LTD,16020504,Active,Private limited company,,,2024-10-15,,,62090,88 Drewstead Road London SW16 1AG United Kingdom
CONVERGENT AI LTD,14972995,Active,Private limited company,,,2023-06-30,,,62090,Luigi Pedace 124 City Road London EC1V 2NX United Kingdom
MULTIVERSE DIGITAL AI LTD,15947727,Active,Private limited company,,,2024-09-10,,,62090 63990,1 Kings Avenue London N21 3NA United Kingdom
AI IN CHARGE LTD,16022233,Active,Private limited company,,,2024-10-16,,,62012 62020 63110 70229,Flat 2 10 Kidderpore Gardens London NW3 7SR United Kingdom
VERTEX AI LTD,15551334,Active,Private limited company,,,2024-03-09,,,62020,106 Stonor Road Birmingham B28 0QS England
HOLO AI LAB LTD,15997436,Active,Private limited company,,,2024-10-04,,,62090,20 Wenlock Road London N1 7GU England
TECHNO AI SERVICES LTD,15189798,Active,Private limited company,,,2023-10-05,,,62020,Suite 5 Margaret Powell House 401-447 Midsummer Boulevard Milton Keynes MK9 3BN United Kingdom
MOMENTUM AI LIMITED,14574600,Active,Private limited company,,,2023-01-06,,,58290,128 City Road London EC1V 2NX United Kingdom
SANDBOX AI LIMITED,16001371,Active,Private limited company,,,2024-10-07,,,62012 62020 62090,71-75 Shelton Street London WC2H 9JQ United Kingdom
PAVLOV'S AI LTD,15999472,Active,Private limited company,,,2024-10-04,,,62012 62090 63120,Flat 10 Upwood East Hill Road Ryde PO33 1LS England
AI UNIVERSE LTD,15147324,Active,Private limited company,,,2023-09-19,,,43210 96090,141 Dagenham Avenue Dagenham RM9 6LJ England
AI GEOMETRIC LTD,15810158,Active,Private limited company,,,2024-06-30,,,62020 62090,Flat 10 6 Exchange Gardens London SW8 1DF England
GREEN AI LTD,15224616,Active,Private limited company,,,2023-10-20,,,62012 62020 62090 63110,22 Glebefields Road Tipton DY4 0NZ England
TENANTS HUB AI LTD,15078410,Active,Private limited company,,,2023-08-17,,,62090,Suite 2a Blackthorn House Mary Ann Street Birmingham B3 1RL England
AI TOOL BOAT LTD,16023793,Active,Private limited company,,,2024-10-17,,,58120,128 City Road London EC1V 2NX United Kingdom
ACCOUNTS AI LIMITED,15207806,Active,Private limited company,,,2023-10-12,,,62090 69201,1405 Rockland West Quarry Hill Leeds LS2 7BZ England
SL AI SERVICES LTD,SC769942,Dissolved,Private limited company,,2024-10-22,2023-05-19,,,62020,Kelyn Pantoch Banchory AB31 5PY United Kingdom
AI CARGO AND SALES LIMITED,16025421,Active,Private limited company,,,2024-10-17,,,47190,29 Field Walk Eastgate Peterborough Cambridgeshire PE1 5DP United Kingdom
SOURCING AI LTD,16026041,Active,Private limited company,,,2024-10-17,,,62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
